Proveedor	NoIdentificador	Clave	Descripcion	U.M	Unidades	Precio Unitario	Descuento	Importe	Folio	Fecha	Orden	Orden de compra
P000001	7506240624509	44921.0	Rollo de pua concertina maxima seguridad, 45 cm diámetro	ROL	3.000	362.733333	0.00	1088.20	0089538628	20220205	1	11
P000001	7506240619192	44932.0	Bolsa con 1 kg de tachuelas pavonadas No. 6	KG	2.000	84.230000	0.00	168.46	0089538628	20220205	1	11
P000001	7506240619215	44934.0	Bolsa con 1 kg de tachuelas pavonadas No. 10	KG	2.000	84.230000	0.00	168.46	0089538628	20220205	1	11
P000001	7506240619239	44936.0	Bolsa con 1 kg de tachuelas pavonadas No. 12	KG	2.000	84.230000	0.00	168.46	0089538628	20220205	1	11
P000001	7506240624189	44960.0	Rollo de malla mosquitera de 30 m x 1.05 m plastico gris	ROL	8.000	252.813750	0.00	2022.51	0089538628	20220205	1	11
P000001	7506240624196	44961.0	Rollo de malla mosquitera de 30 m x 1.2 m plastico gris	ROL	9.000	289.453333	0.00	2605.08	0089538628	20220205	1	11
P000001	7506240638636	44965.0	Rollo de malla mosquitera 30 m x 0.9 m fibra de vidrio gris	ROL	1.000	400.930000	0.00	400.93	0089538628	20220205	1	11
P000001	7506240630142	44966.0	Grillete de 3/16	PZA	8.000	12.801250	0.00	102.41	0089538628	20220205	1	11
P000001	7506240630159	44967.0	Grillete de 1/4	PZA	4.000	14.150000	0.00	56.60	0089538628	20220205	1	11
P000001	7506240630166	44968.0	Grillete de 5/16	PZA	4.000	16.175000	0.00	64.70	0089538628	20220205	1	11
P000001	7506240630173	44969.0	Grillete de 3/8	PZA	4.000	22.235000	0.00	88.94	0089538628	20220205	1	11
P000001	7506240630180	44970.0	Grillete de 7/16	PZA	4.000	24.257500	0.00	97.03	0089538628	20220205	1	11
P000001	7506240624264	44980.0	Rollo de malla plafon 22 x 0.9 m calibre 26 abertura 10x25mm	ROL	6.000	549.596667	0.00	3297.58	0089538628	20220205	1	11
P000001	7506240625971	44986.0	Bolsa con 144 alcayatas roscadas de 18 X 50	CAJ	6.000	50.536667	0.00	303.22	0089538628	20220205	1	11
P000001	7506240610182	45022.0	Clavo estandard, 2-1/2 , con cabeza, bolsa de 1 kg	KG	10.000	25.572000	0.00	255.72	0089538628	20220205	1	11
P000001	7506240610182	45022.0	Clavo estandard, 2-1/2 , con cabeza, bolsa de 1 kg	KG	40.000	25.060500	0.00	1002.42	0089538628	20220205	1	11
P000001	7506240610212	45025.0	Bolsa con 1 kg de clavo standard 4  con cabeza	KG	20.000	25.060500	0.00	501.21	0089538628	20220205	1	11
